Date,Entry_Time,Exit_Time,Direction,Level_Name,Level_Price,Entry_Price,Exit_Price,Result,PnL
2025-11-18,16:02:00,16:16:00,LONG,FLOOR_S3,24398.5,24394.25,24509.75,STRUCTURAL_TRAILING_EXIT,231.0
2025-11-19,15:31:00,15:35:00,LONG,CAM_R3,24960,24946.0,24933.5,STRUCTURAL_TRAILING_EXIT,-25.0
2025-11-19,15:41:00,15:46:00,LONG,CAM_R2,24918.75,24904.0,24892.25,STRUCTURAL_TRAILING_EXIT,-23.5
2025-11-19,15:51:00,15:53:00,LONG,PD_CLOSE,24836.5,24838.5,24825.75,STRUCTURAL_TRAILING_EXIT,-25.5
2025-11-20,14:31:00,14:41:00,LONG,PD_VAH,25166.25,25180.0,25182.0,STRUCTURAL_TRAILING_EXIT,4.0
2025-11-20,14:42:00,14:46:00,LONG,PD_VAH,25166.25,25160.25,25195.75,STRUCTURAL_TRAILING_EXIT,71.0
2025-11-20,14:50:00,15:03:00,LONG,PD_HIGH,25227.75,25213.25,25268.5,STRUCTURAL_TRAILING_EXIT,110.5
2025-11-21,14:30:00,14:39:00,LONG,DAILY_OPEN,24203.5,24203.0,24178.5,STRUCTURAL_TRAILING_EXIT,-49.0
2025-11-21,14:46:00,14:47:00,LONG,OR5_LOW,24158.25,24146.25,24112.5,STRUCTURAL_TRAILING_EXIT,-67.5
2025-11-21,15:11:00,15:14:00,LONG,CAM_S2,24110.25,24124.5,24100.5,STRUCTURAL_TRAILING_EXIT,-48.0
2025-11-24,14:40:00,14:41:00,LONG,IB_MID,24643.25,24654.75,24630.0,STRUCTURAL_TRAILING_EXIT,-49.5
2025-11-24,14:41:00,14:44:00,LONG,IB_MID,24643.25,24630.0,24652.75,STRUCTURAL_TRAILING_EXIT,45.5
2025-11-24,14:50:00,14:51:00,LONG,PM_LOW,24625,24617.75,24600.5,STRUCTURAL_TRAILING_EXIT,-34.5
2025-11-25,14:41:00,14:43:00,LONG,CAM_S2,24803.75,24794.75,24773.5,STRUCTURAL_TRAILING_EXIT,-42.5
2025-11-25,14:44:00,14:46:00,LONG,PW_MID,24716.625,24724.5,24687.75,STRUCTURAL_TRAILING_EXIT,-73.5
2025-11-25,14:49:00,14:50:00,LONG,PD_IB_MID,24643.25,24647.25,24631.0,STRUCTURAL_TRAILING_EXIT,-32.5
2025-11-26,12:04:00,12:09:00,LONG,10D_IB_MID,25157.825,25156.75,25137.75,STRUCTURAL_TRAILING_EXIT,-38.0
2025-11-26,14:33:00,14:36:00,SHORT,PM_POC,25270,25265.0,25252.0,STRUCTURAL_TRAILING_EXIT,26.0
2025-11-26,14:38:00,14:39:00,LONG,CAM_R2,25223.75,25219.5,25205.75,STRUCTURAL_TRAILING_EXIT,-27.5
2025-11-28,17:59:00,18:05:00,LONG,FLOOR_R1,25483.5,25480.5,25481.0,STRUCTURAL_TRAILING_EXIT,1.0
2025-12-01,14:40:00,14:44:00,LONG,MONTHLY_OPEN,25255,25260.25,25218.0,STRUCTURAL_TRAILING_EXIT,-84.5
2025-12-01,14:44:00,14:50:00,LONG,IB_LOW,25209.25,25218.0,25296.25,STRUCTURAL_TRAILING_EXIT,156.5
2025-12-01,15:06:00,15:15:00,LONG,ONH,25342.75,25351.5,25354.5,STRUCTURAL_TRAILING_EXIT,6.0
2025-12-02,14:47:00,14:54:00,LONG,RTH_VWAP,25573.8525,25578.5,25573.5,STRUCTURAL_TRAILING_EXIT,-10.0
2025-12-02,14:54:00,15:04:00,LONG,IB_MID,25563,25573.5,25631.5,STRUCTURAL_TRAILING_EXIT,116.0
2025-12-02,15:11:00,15:19:00,LONG,OR5_MID,25625,25626.0,25626.25,STRUCTURAL_TRAILING_EXIT,0.5
2025-12-03,14:02:00,14:03:00,LONG,PD_POC,25600,25596.75,25566.25,STRUCTURAL_TRAILING_EXIT,-61.0
2025-12-03,14:03:00,14:04:00,LONG,PD_IB_MID,25563,25566.25,25558.75,STRUCTURAL_TRAILING_EXIT,-15.0
2025-12-03,14:05:00,14:08:00,LONG,WEEKLY_VWAP,25510.6649,25523.5,25472.75,STRUCTURAL_TRAILING_EXIT,-101.5
2025-12-04,14:31:00,14:32:00,LONG,PD_SESSION_MID,25681.75,25669.0,25648.0,STRUCTURAL_TRAILING_EXIT,-42.0
2025-12-04,14:34:00,14:35:00,LONG,PD_OR_MID,25619.25,25619.75,25566.5,STRUCTURAL_TRAILING_EXIT,-106.5
2025-12-04,14:42:00,14:43:00,LONG,PD_OR_MID,25619.25,25607.75,25592.25,STRUCTURAL_TRAILING_EXIT,-31.0
2025-12-05,14:40:00,14:41:00,LONG,RTH_VWAP,25743.069,25731.0,25707.75,STRUCTURAL_TRAILING_EXIT,-46.5
2025-12-05,14:41:00,14:42:00,LONG,PD_IB_HIGH,25713,25707.75,25695.75,STRUCTURAL_TRAILING_EXIT,-24.0
2025-12-05,14:57:00,15:01:00,LONG,PD_OR_MID,25761.125,25774.5,25776.5,STRUCTURAL_TRAILING_EXIT,4.0
2025-12-08,14:40:00,14:43:00,LONG,CAM_R2,25811.75,25804.25,25783.75,STRUCTURAL_TRAILING_EXIT,-41.0
2025-12-08,14:43:00,14:48:00,LONG,CAM_R1,25768.75,25783.75,25781.5,STRUCTURAL_TRAILING_EXIT,-4.5
2025-12-08,14:49:00,14:57:00,LONG,WEEKLY_OPEN,25750,25742.25,25752.75,STRUCTURAL_TRAILING_EXIT,21.0
2025-12-09,10:40:00,10:47:00,LONG,CAM_S1,25619.25,25632.75,25643.75,STRUCTURAL_TRAILING_EXIT,22.0
2025-12-09,14:32:00,14:41:00,LONG,CAM_S2,25569.5,25583.0,25607.25,STRUCTURAL_TRAILING_EXIT,48.5
2025-12-09,14:41:00,14:44:00,LONG,CAM_S1,25619.25,25607.25,25614.75,STRUCTURAL_TRAILING_EXIT,15.0
2025-12-10,14:32:00,14:35:00,LONG,IB_MID,25619.625,25628.0,25615.75,STRUCTURAL_TRAILING_EXIT,-24.5
2025-12-10,14:36:00,14:40:00,LONG,3M_POC,25597,25583.25,25621.75,STRUCTURAL_TRAILING_EXIT,77.0
2025-12-10,14:50:00,14:53:00,LONG,PD_VAL,25650,25635.25,25627.5,STRUCTURAL_TRAILING_EXIT,-15.5
2025-12-11,14:31:00,14:34:00,LONG,MONTHLY_VWAP,25604.5112,25592.5,25583.25,STRUCTURAL_TRAILING_EXIT,-18.5
2025-12-11,14:35:00,14:40:00,LONG,PD_IB_LOW,25567,25573.5,25585.75,STRUCTURAL_TRAILING_EXIT,24.5
2025-12-11,14:46:00,14:48:00,LONG,PD_IB_LOW,25567,25556.0,25530.75,STRUCTURAL_TRAILING_EXIT,-50.5
2025-12-12,14:30:00,14:31:00,LONG,CAM_S3,25553,25559.5,25549.75,STRUCTURAL_TRAILING_EXIT,-19.5
2025-12-12,14:32:00,14:42:00,LONG,WEEKLY_VWAP,25557.2773,25569.25,25584.75,STRUCTURAL_TRAILING_EXIT,31.0
2025-12-12,14:42:00,14:45:00,LONG,PW_POC,25596.5,25584.75,25553.0,STRUCTURAL_TRAILING_EXIT,-63.5
2025-12-15,14:31:00,14:34:00,LONG,PD_VAH,25378.75,25380.0,25343.0,STRUCTURAL_TRAILING_EXIT,-74.0
2025-12-15,14:34:00,14:35:00,LONG,CAM_R2,25349,25343.0,25316.5,STRUCTURAL_TRAILING_EXIT,-53.0
2025-12-15,15:01:00,15:04:00,LONG,PD_CLOSE,25209.5,25205.5,25184.0,STRUCTURAL_TRAILING_EXIT,-43.0
2025-12-15,15:16:00,15:19:00,LONG,FLOOR_PIVOT,25402.25,25405.5,25388.25,STRUCTURAL_TRAILING_EXIT,-34.5
2025-12-16,14:33:00,14:36:00,LONG,CAM_S1,25276.5,25276.0,25269.75,STRUCTURAL_TRAILING_EXIT,-12.5
2025-12-16,14:38:00,14:40:00,LONG,OR5_HIGH,25319.5,25330.25,25307.5,STRUCTURAL_TRAILING_EXIT,-45.5
2025-12-16,14:52:00,14:53:00,LONG,PD_SESSION_MID,25350.625,25365.25,25355.5,STRUCTURAL_TRAILING_EXIT,-19.5
2025-12-16,21:00:00,21:01:00,LONG,OR5_MID,25143.5,25132.0,25113.25,STRUCTURAL_TRAILING_EXIT,-37.5
2025-12-17,13:15:00,13:17:00,LONG,WEEKLY_OPEN,25463.25,25455.75,25439.75,STRUCTURAL_TRAILING_EXIT,-32.0
2025-12-17,14:35:00,14:36:00,LONG,CAM_R4,25413,25400.0,25379.25,STRUCTURAL_TRAILING_EXIT,-41.5
2025-12-17,14:40:00,14:46:00,LONG,IB_MID,25346.625,25336.75,25276.75,STOP_LOSS,-120
2025-12-17,21:00:00,21:04:00,LONG,FLOOR_S2,24658.75,24661.0,24702.25,STRUCTURAL_TRAILING_EXIT,82.5
2025-12-18,14:36:00,14:39:00,LONG,PD_IB_LOW,25245.5,25242.25,25220.5,STRUCTURAL_TRAILING_EXIT,-43.5
2025-12-18,14:42:00,14:49:00,LONG,OR5_MID,25177.25,25186.5,25186.25,STRUCTURAL_TRAILING_EXIT,-0.5
2025-12-18,14:49:00,15:09:00,LONG,OR5_MID,25177.25,25186.25,25251.25,STRUCTURAL_TRAILING_EXIT,130.0
2025-12-19,14:26:00,14:29:00,SHORT,CAM_R2,25340,25352.25,25362.5,STRUCTURAL_TRAILING_EXIT,-20.5
2025-12-19,14:37:00,14:38:00,LONG,PD_HIGH,25412.5,25427.5,25421.0,STRUCTURAL_TRAILING_EXIT,-13.0
2025-12-19,14:41:00,14:47:00,LONG,PW_VAL,25456,25445.5,25536.75,STRUCTURAL_TRAILING_EXIT,182.5
2025-12-22,14:33:00,14:34:00,LONG,FLOOR_R2,25756,25765.25,25726.25,STRUCTURAL_TRAILING_EXIT,-78.0
2025-12-22,14:34:00,14:35:00,LONG,CAM_R4,25714.5,25726.25,25706.5,STRUCTURAL_TRAILING_EXIT,-39.5
2025-12-22,14:36:00,14:42:00,LONG,RTH_VWAP,25700.2832,25696.25,25685.0,STRUCTURAL_TRAILING_EXIT,-22.5
2025-12-23,13:40:00,13:48:00,LONG,FLOOR_S1,25612.5,25615.5,25638.25,STRUCTURAL_TRAILING_EXIT,45.5
2025-12-23,14:32:00,14:33:00,LONG,PD_IB_MID,25733.5,25732.75,25700.75,STRUCTURAL_TRAILING_EXIT,-64.0
2025-12-23,14:33:00,14:39:00,LONG,3M_POC,25699,25700.75,25708.0,STRUCTURAL_TRAILING_EXIT,14.5
2025-12-24,16:34:00,16:35:00,SHORT,CAM_R3,25864,25865.0,25867.75,STRUCTURAL_TRAILING_EXIT,-5.5
2025-12-26,14:31:00,14:38:00,LONG,CAM_R1,25874.75,25876.0,25902.25,STRUCTURAL_TRAILING_EXIT,52.5
2025-12-26,14:38:00,14:41:00,LONG,CAM_R3,25894.5,25902.25,25911.75,STRUCTURAL_TRAILING_EXIT,19.0
2025-12-26,14:52:00,14:55:00,LONG,CAM_R1,25874.75,25881.75,25885.5,STRUCTURAL_TRAILING_EXIT,7.5
2025-12-29,14:38:00,14:44:00,LONG,CAM_S4,25811.25,25803.0,25786.75,STRUCTURAL_TRAILING_EXIT,-32.5
2025-12-29,14:46:00,14:49:00,LONG,IB_MID,25740.375,25748.25,25739.75,STRUCTURAL_TRAILING_EXIT,-17.0
2025-12-29,14:52:00,14:59:00,LONG,OR5_HIGH,25725.75,25717.0,25716.5,STRUCTURAL_TRAILING_EXIT,-1.0
2025-12-30,14:36:00,14:37:00,LONG,PD_OR_MID,25695,25701.0,25690.75,STRUCTURAL_TRAILING_EXIT,-20.5
2025-12-30,14:59:00,15:00:00,LONG,5D_OR_MID,25774.5,25765.75,25756.75,STRUCTURAL_TRAILING_EXIT,-18.0
2025-12-30,21:00:00,21:04:00,LONG,PD_VAL,25674.25,25678.25,25672.25,STRUCTURAL_TRAILING_EXIT,-12.0
2025-12-31,14:37:00,14:38:00,LONG,IB_MID,25630,25634.75,25623.5,STRUCTURAL_TRAILING_EXIT,-22.5
2025-12-31,14:46:00,14:54:00,LONG,10D_IB_MID,25595.8875,25594.5,25608.25,STRUCTURAL_TRAILING_EXIT,27.5
2025-12-31,15:56:00,16:22:00,LONG,ONL,25552.5,25550.0,25573.75,STRUCTURAL_TRAILING_EXIT,47.5
2026-01-02,14:33:00,14:34:00,LONG,WS1,25684.75,25670.5,25657.5,STRUCTURAL_TRAILING_EXIT,-26.0
2026-01-02,14:40:00,14:41:00,LONG,OR5_LOW,25654.25,25652.5,25645.0,STRUCTURAL_TRAILING_EXIT,-15.0
2026-01-02,14:41:00,14:50:00,LONG,IB_MID,25630.5,25645.0,25754.75,STRUCTURAL_TRAILING_EXIT,219.5
2026-01-05,14:31:00,14:32:00,LONG,ONH,25647,25656.75,25596.75,STOP_LOSS,-120
2026-01-05,14:33:00,14:35:00,LONG,IB_MID,25611.125,25598.5,25588.5,STRUCTURAL_TRAILING_EXIT,-20.0
2026-01-05,14:41:00,14:48:00,LONG,PD_VAH,25556,25553.0,25602.5,STRUCTURAL_TRAILING_EXIT,99.0
2026-01-06,14:33:00,14:39:00,LONG,5D_OR_MID,25657.625,25659.75,25635.5,STRUCTURAL_TRAILING_EXIT,-48.5
2026-01-06,14:39:00,14:41:00,LONG,PD_SESSION_MID,25623.25,25635.5,25625.0,STRUCTURAL_TRAILING_EXIT,-21.0
2026-01-06,14:41:00,14:42:00,LONG,PD_SESSION_MID,25623.25,25625.0,25618.0,STRUCTURAL_TRAILING_EXIT,-14.0
2026-01-07,14:37:00,14:52:00,LONG,OR5_HIGH,25822.75,25809.75,25848.75,STRUCTURAL_TRAILING_EXIT,78.0
2026-01-07,15:02:00,15:09:00,LONG,OR5_HIGH,25822.75,25814.25,25852.0,STRUCTURAL_TRAILING_EXIT,75.5
2026-01-07,15:16:00,15:18:00,LONG,ONH,25844.75,25836.0,25824.5,STRUCTURAL_TRAILING_EXIT,-23.0
2026-01-08,14:31:00,14:32:00,LONG,PD_IB_LOW,25771,25758.0,25741.0,STRUCTURAL_TRAILING_EXIT,-34.0
2026-01-08,14:32:00,14:35:00,LONG,FLOOR_S1,25738.5,25741.0,25706.0,STRUCTURAL_TRAILING_EXIT,-70.0
2026-01-08,14:35:00,14:39:00,LONG,OR5_LOW,25692.5,25706.0,25688.5,STRUCTURAL_TRAILING_EXIT,-35.0
2026-01-09,14:31:00,14:40:00,LONG,PD_SESSION_MID,25686,25682.25,25756.0,STRUCTURAL_TRAILING_EXIT,147.5
2026-01-09,14:49:00,14:53:00,LONG,PD_SESSION_MID,25686,25688.0,25702.5,STRUCTURAL_TRAILING_EXIT,29.0
2026-01-09,15:07:00,15:09:00,LONG,PD_SESSION_MID,25686,25672.0,25639.0,STRUCTURAL_TRAILING_EXIT,-66.0
2026-01-12,00:39:00,00:50:00,LONG,PM_VAH,25775.75,25784.0,25804.5,STRUCTURAL_TRAILING_EXIT,41.0
2026-01-12,14:45:00,14:46:00,LONG,FLOOR_PIVOT,25844.75,25853.5,25847.5,STRUCTURAL_TRAILING_EXIT,-12.0
2026-01-12,14:52:00,14:53:00,LONG,CAM_S1,25899.25,25912.0,25898.5,STRUCTURAL_TRAILING_EXIT,-27.0
2026-01-13,14:33:00,14:44:00,LONG,PM_HIGH,25935.25,25949.0,25982.75,STRUCTURAL_TRAILING_EXIT,67.5
2026-01-13,14:44:00,14:49:00,LONG,PW_HIGH,25996.25,25982.75,25969.0,STRUCTURAL_TRAILING_EXIT,-27.5
2026-01-13,14:49:00,14:52:00,LONG,PD_POC,25965.25,25969.0,25944.5,STRUCTURAL_TRAILING_EXIT,-49.0
2026-01-14,14:32:00,14:37:00,LONG,PW_POC,25678.25,25684.75,25700.25,STRUCTURAL_TRAILING_EXIT,31.0
2026-01-14,14:37:00,14:42:00,LONG,PM_POC,25698,25700.25,25662.5,STRUCTURAL_TRAILING_EXIT,-75.5
2026-01-14,14:42:00,14:44:00,LONG,WS1,25649,25662.5,25641.25,STRUCTURAL_TRAILING_EXIT,-42.5
2026-01-15,14:31:00,14:34:00,LONG,OR5_MID,25913.75,25904.5,25901.5,STRUCTURAL_TRAILING_EXIT,-6.0
2026-01-15,14:35:00,14:36:00,LONG,OR5_LOW,25881.25,25888.75,25881.0,STRUCTURAL_TRAILING_EXIT,-15.5
2026-01-15,14:52:00,14:57:00,LONG,RTH_VWAP,25844.97,25853.5,25899.0,STRUCTURAL_TRAILING_EXIT,91.0
2026-01-16,14:26:00,14:33:00,LONG,PW_VAH,25834,25839.5,25845.25,STRUCTURAL_TRAILING_EXIT,11.5
2026-01-16,14:33:00,14:41:00,LONG,PW_VAH,25834,25845.25,25853.75,STRUCTURAL_TRAILING_EXIT,17.0
2026-01-16,14:45:00,14:48:00,LONG,PD_SESSION_MID,25814.625,25820.5,25828.25,STRUCTURAL_TRAILING_EXIT,15.5
2026-01-20,14:41:00,14:47:00,LONG,PD_IB_LOW,25236.5,25251.25,25294.5,STRUCTURAL_TRAILING_EXIT,86.5
2026-01-20,14:47:00,14:48:00,LONG,FLOOR_S1,25284,25294.5,25270.0,STRUCTURAL_TRAILING_EXIT,-49.0
2026-01-20,14:53:00,15:01:00,LONG,PD_IB_HIGH,25344,25355.75,25303.25,STRUCTURAL_TRAILING_EXIT,-105.0
2026-01-21,14:32:00,14:36:00,LONG,3M_VAL,25178.75,25173.75,25157.75,STRUCTURAL_TRAILING_EXIT,-32.0
2026-01-21,14:41:00,15:06:00,LONG,PD_POC,25130.5,25135.0,25313.5,STRUCTURAL_TRAILING_EXIT,357.0
2026-01-21,15:52:00,15:54:00,SHORT,WEEKLY_OPEN,25471,25480.0,25486.25,STRUCTURAL_TRAILING_EXIT,-12.5
2026-01-22,14:31:00,14:35:00,LONG,PW_VAL,25696.5,25681.75,25666.5,STRUCTURAL_TRAILING_EXIT,-30.5
2026-01-22,14:35:00,14:36:00,LONG,PD_HIGH,25653.5,25666.5,25651.75,STRUCTURAL_TRAILING_EXIT,-29.5
2026-01-22,14:36:00,14:42:00,LONG,PD_HIGH,25653.5,25651.75,25664.75,STRUCTURAL_TRAILING_EXIT,26.0
2026-01-23,14:33:00,14:38:00,LONG,OR5_LOW,25585.25,25599.0,25570.0,STRUCTURAL_TRAILING_EXIT,-58.0
2026-01-23,14:38:00,14:47:00,LONG,IB_LOW,25562.5,25570.0,25598.25,STRUCTURAL_TRAILING_EXIT,56.5
2026-01-23,15:14:00,15:20:00,LONG,MONTHLY_OPEN,25687,25684.0,25682.75,STRUCTURAL_TRAILING_EXIT,-2.5
2026-01-26,14:43:00,14:48:00,LONG,CAM_R2,25787,25794.75,25821.5,STRUCTURAL_TRAILING_EXIT,53.5
2026-01-26,15:11:00,15:13:00,LONG,CAM_R3,25813,25819.0,25813.75,STRUCTURAL_TRAILING_EXIT,-10.5
2026-01-26,15:27:00,15:29:00,LONG,RTH_VWAP,25865.3128,25861.75,25842.0,STRUCTURAL_TRAILING_EXIT,-39.5
2026-01-27,14:31:00,14:34:00,LONG,CAM_R4,25972.75,25981.5,25975.25,STRUCTURAL_TRAILING_EXIT,-12.5
2026-01-27,14:34:00,14:35:00,LONG,CAM_R4,25972.75,25975.25,25961.75,STRUCTURAL_TRAILING_EXIT,-27.0
2026-01-27,14:35:00,14:36:00,LONG,FLOOR_R1,25953,25961.75,25951.0,STRUCTURAL_TRAILING_EXIT,-21.5
2026-01-28,14:35:00,14:36:00,LONG,IB_MID,26253,26249.25,26235.0,STRUCTURAL_TRAILING_EXIT,-28.5
2026-01-28,14:47:00,14:48:00,LONG,IB_MID,26253,26267.25,26240.0,STRUCTURAL_TRAILING_EXIT,-54.5
2026-01-28,15:10:00,15:11:00,LONG,IB_MID,26253,26242.25,26227.0,STRUCTURAL_TRAILING_EXIT,-30.5
2026-01-29,14:32:00,14:34:00,LONG,OR5_MID,26129.25,26119.75,26109.5,STRUCTURAL_TRAILING_EXIT,-20.5
2026-01-29,14:35:00,14:36:00,LONG,ONL,26085.5,26097.25,26062.5,STRUCTURAL_TRAILING_EXIT,-69.5
2026-01-29,14:36:00,14:37:00,LONG,FLOOR_S1,26066.25,26062.5,26030.75,STRUCTURAL_TRAILING_EXIT,-63.5
2026-01-30,14:32:00,14:38:00,LONG,PW_HIGH,25845.75,25832.75,25862.25,STRUCTURAL_TRAILING_EXIT,59.0
2026-01-30,14:38:00,14:43:00,LONG,PD_SESSION_MID,25855.5,25862.25,25904.75,STRUCTURAL_TRAILING_EXIT,85.0
2026-01-30,14:59:00,15:00:00,LONG,PD_SESSION_MID,25855.5,25843.75,25827.0,STRUCTURAL_TRAILING_EXIT,-33.5
2026-02-02,14:52:00,14:53:00,LONG,CAM_R3,25777,25782.25,25774.0,STRUCTURAL_TRAILING_EXIT,-16.5
2026-02-02,14:55:00,14:57:00,LONG,CAM_R3,25777,25776.5,25767.5,STRUCTURAL_TRAILING_EXIT,-18.0
2026-02-02,14:59:00,15:28:00,LONG,IB_MID,25726,25732.25,25878.75,STRUCTURAL_TRAILING_EXIT,293.0
2026-02-03,14:32:00,14:33:00,LONG,OR5_MID,25895.5,25890.5,25881.5,STRUCTURAL_TRAILING_EXIT,-18.0
2026-02-03,14:34:00,14:38:00,LONG,ONL,25866.5,25860.0,25843.0,STRUCTURAL_TRAILING_EXIT,-34.0
2026-02-03,14:44:00,14:51:00,LONG,PD_SESSION_MID,25744.625,25746.75,25769.75,STRUCTURAL_TRAILING_EXIT,46.0
2026-02-04,14:31:00,14:32:00,LONG,OR5_MID,25308.375,25310.5,25265.5,STRUCTURAL_TRAILING_EXIT,-90.0
2026-02-04,14:37:00,14:38:00,LONG,ONL,25325,25334.25,25316.0,STRUCTURAL_TRAILING_EXIT,-36.5
2026-02-04,16:03:00,16:05:00,LONG,RTH_VWAP,25070.3486,25081.25,25072.75,STRUCTURAL_TRAILING_EXIT,-17.0
2026-02-05,14:52:00,14:55:00,LONG,CAM_S2,24883.25,24887.0,24862.75,STRUCTURAL_TRAILING_EXIT,-48.5
2026-02-05,14:56:00,14:57:00,LONG,CAM_S3,24827.75,24831.25,24807.25,STRUCTURAL_TRAILING_EXIT,-48.0
2026-02-05,15:09:00,15:11:00,LONG,OR5_LOW,24652,24657.5,24643.75,STRUCTURAL_TRAILING_EXIT,-27.5
2026-02-06,14:56:00,14:57:00,LONG,FLOOR_R1,24885,24883.25,24859.75,STRUCTURAL_TRAILING_EXIT,-47.0
2026-02-06,15:04:00,15:07:00,LONG,PD_VAH,24785.75,24795.0,24765.25,STRUCTURAL_TRAILING_EXIT,-59.5
2026-02-06,16:08:00,16:11:00,SHORT,IB_HIGH,24984,24985.75,24991.25,STRUCTURAL_TRAILING_EXIT,-11.0
2026-02-09,14:31:00,14:51:00,LONG,PD_IB_HIGH,24984,24989.75,25138.25,STRUCTURAL_TRAILING_EXIT,297.0
2026-02-09,15:50:00,15:51:00,SHORT,5D_OR_MID,25302.125,25289.75,25291.25,STRUCTURAL_TRAILING_EXIT,-3.0
2026-02-09,21:00:00,21:17:00,LONG,FLOOR_R1,25345.5,25337.75,25363.75,STRUCTURAL_TRAILING_EXIT,52.0
2026-02-10,14:34:00,14:37:00,LONG,PD_CLOSE,25337.75,25351.25,25335.0,STRUCTURAL_TRAILING_EXIT,-32.5
2026-02-10,14:37:00,14:38:00,LONG,RTH_VWAP,25334.1894,25335.0,25305.5,STRUCTURAL_TRAILING_EXIT,-59.0
2026-02-10,14:41:00,14:42:00,LONG,5D_OR_MID,25302.125,25310.0,25291.75,STRUCTURAL_TRAILING_EXIT,-36.5
2026-02-11,13:47:00,13:54:00,SHORT,PD_VAH,25394.25,25384.25,25404.25,STRUCTURAL_TRAILING_EXIT,-40.0
2026-02-11,13:55:00,13:56:00,SHORT,OR5_MID,25415.625,25421.0,25440.0,STRUCTURAL_TRAILING_EXIT,-38.0
2026-02-11,14:35:00,14:37:00,LONG,PD_VAH,25394.25,25385.25,25360.75,STRUCTURAL_TRAILING_EXIT,-49.0
2026-02-12,14:31:00,14:43:00,LONG,OR5_MID,25347.375,25345.25,25354.0,STRUCTURAL_TRAILING_EXIT,17.5
2026-02-12,14:44:00,14:45:00,LONG,OR5_MID,25347.375,25342.25,25308.25,STRUCTURAL_TRAILING_EXIT,-68.0
2026-02-12,14:45:00,14:46:00,LONG,OR5_LOW,25318,25308.25,25273.75,STRUCTURAL_TRAILING_EXIT,-69.0
2026-02-13,14:35:00,14:38:00,LONG,PD_VAL,24721.5,24719.25,24679.25,STRUCTURAL_TRAILING_EXIT,-80.0
2026-02-13,14:38:00,14:40:00,LONG,OR5_LOW,24686.25,24679.25,24671.75,STRUCTURAL_TRAILING_EXIT,-15.0
2026-02-13,14:40:00,14:41:00,LONG,OR5_LOW,24686.25,24671.75,24620.75,STRUCTURAL_TRAILING_EXIT,-102.0
2026-02-17,14:41:00,14:43:00,LONG,WEEKLY_OPEN,24789.75,24793.0,24750.5,STRUCTURAL_TRAILING_EXIT,-85.0
2026-02-17,14:44:00,14:45:00,LONG,PD_POC,24725,24711.25,24700.75,STRUCTURAL_TRAILING_EXIT,-21.0
2026-02-17,14:48:00,14:51:00,LONG,IB_MID,24639,24625.75,24584.75,STRUCTURAL_TRAILING_EXIT,-82.0
2026-02-18,14:40:00,14:49:00,LONG,CAM_R1,24817,24803.75,24822.25,STRUCTURAL_TRAILING_EXIT,37.0
2026-02-18,14:49:00,15:09:00,LONG,CAM_R1,24817,24822.25,25014.25,STRUCTURAL_TRAILING_EXIT,384.0
2026-02-18,15:18:00,15:27:00,SHORT,MS1,25081.75,25069.0,25063.75,STRUCTURAL_TRAILING_EXIT,10.5
2026-02-19,14:33:00,14:36:00,LONG,CAM_S3,24854,24842.75,24806.5,STRUCTURAL_TRAILING_EXIT,-72.5
2026-02-19,14:36:00,14:37:00,LONG,ONL,24798,24806.5,24795.0,STRUCTURAL_TRAILING_EXIT,-23.0
2026-02-19,14:46:00,14:55:00,LONG,FLOOR_S1,24763.5,24778.5,24861.0,STRUCTURAL_TRAILING_EXIT,165.0
2026-02-20,14:40:00,14:48:00,LONG,PD_SESSION_MID,24854.25,24848.75,24914.0,STRUCTURAL_TRAILING_EXIT,130.5
2026-02-20,14:51:00,14:52:00,LONG,WEEKLY_VWAP,24871.6004,24885.0,24858.25,STRUCTURAL_TRAILING_EXIT,-53.5
2026-02-20,14:52:00,15:04:00,LONG,PD_SESSION_MID,24854.25,24858.25,24967.75,STRUCTURAL_TRAILING_EXIT,219.0
2026-02-23,14:37:00,14:40:00,LONG,DAILY_OPEN,24981,24989.0,24996.25,STRUCTURAL_TRAILING_EXIT,14.5
2026-02-23,14:41:00,14:42:00,LONG,IB_MID,24940.25,24929.0,24908.0,STRUCTURAL_TRAILING_EXIT,-42.0
2026-02-23,14:45:00,14:46:00,LONG,WPP,24888,24881.75,24868.5,STRUCTURAL_TRAILING_EXIT,-26.5
2026-02-24,14:32:00,14:34:00,LONG,PD_CLOSE,24768,24765.75,24722.25,STRUCTURAL_TRAILING_EXIT,-87.0
2026-02-24,14:34:00,14:51:00,LONG,PD_POC,24737,24722.25,24921.25,STRUCTURAL_TRAILING_EXIT,398.0
2026-02-24,14:54:00,14:56:00,LONG,ONH,24902.25,24912.75,24880.5,STRUCTURAL_TRAILING_EXIT,-64.5
2026-02-25,14:38:00,14:39:00,LONG,OR5_HIGH,25244,25232.5,25227.25,STRUCTURAL_TRAILING_EXIT,-10.5
2026-02-25,14:53:00,14:57:00,LONG,FLOOR_R2,25318.75,25326.0,25323.0,STRUCTURAL_TRAILING_EXIT,-6.0
2026-02-25,14:57:00,15:05:00,LONG,FLOOR_R2,25318.75,25323.0,25334.5,STRUCTURAL_TRAILING_EXIT,23.0
2026-02-26,14:31:00,14:34:00,LONG,PD_VAL,25300.25,25294.0,25278.5,STRUCTURAL_TRAILING_EXIT,-31.0
